@relation gas

@attribute 'command_address' real
@attribute 'response_address' real
@attribute 'command_memory' real
@attribute 'response_memory' real
@attribute 'command_memory_count' real
@attribute 'response_memory_count' real
@attribute 'comm_read_function' real
@attribute 'comm_write_fun' real
@attribute 'resp_read_fun' real
@attribute 'resp_write_fun' real
@attribute 'sub_function' real
@attribute 'command_length' real
@attribute 'resp_length' real
@attribute 'gain'  real
@attribute 'reset' real
@attribute 'deadband' real
@attribute 'cycletime' real
@attribute 'rate' real
@attribute 'setpoint' real
@attribute 'control_mode' real
@attribute 'control_scheme' real
@attribute 'pump' real
@attribute 'solenoid' real
@attribute 'crc_rate' real
@attribute 'measurement' real
@attribute 'time' real
@attribute 'result' {'0', '1', '2', '3', '4', '5', '6', '7'}

@data
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.137931033968925,1.05406728092763,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.160919532179832,1.16918188041291,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.149425283074379,1.08498304030574,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.137931033968925,1.26571092333038,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.160919532179832,1.17438260715985,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.149425283074379,1.20231775717381,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.160919532179832,1.11552573565734,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.172413796186447,1.23885434250075,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.160919532179832,1.17493826969286,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.149425283074379,1.20940681352517,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.172413796186447,1.05381840501057,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.172413796186447,1.18575664184809,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.183908045291901,1.24809653864188,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.160919532179832,1.29749812832672,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.183908045291901,1.13133985665394,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.172413796186447,1.27432743612474,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.183908045291901,1.03682158104015,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.183908045291901,1.08442909409337,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.172413796186447,1.08101537039696,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.172413796186447,1.16334863162196,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.160919532179832,1.1552856706616,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.172413796186447,1.13037503213465,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.160919532179832,1.29145341515803,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.172413796186447,1.14582200174123,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.160919532179832,1.13339527056197,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.183908045291901,1.16094717970761,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,1,1,0,19.2873573303223,1.17140342446312,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,1,0,0,19.2758617401123,1.2844994310488,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,1,0,0,20.4367809295654,1.06988158507522,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,1,1,0,19.9425277709961,1.09326456159397,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,1,0,0,19.298849105835,1.05252414632931,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,1,0,0,20.4022979736328,1.21757993609995,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,1,1,0,20.5517253875732,1.10761740218516,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,1,0,0,19.264368057251,1.17268290384544,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,1,0,0,20.2758617401123,1.12611469132848,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,1,1,0,19.7701148986816,1.25688784084394,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,13.0229892730713,1.23395507614847,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,12.8620681762695,1.15356288584787,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,12.7471265792847,1.08620473361834,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,12.6091957092285,1.11288601368469,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,12.4597702026367,1.17370211130112,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,12.3218383789062,1.0410581781568,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,12.1954021453857,1.08687571524243,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,12.0459775924683,1.07429924213128,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,11.9425287246704,1.08124458936825,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,11.8045978546143,1.01356222654462,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,6.26436758041382,1.02500888436924,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,6.20689630508423,1.02236572684255,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,6.12643718719482,1.05663144609076,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,6.0459771156311,1.28925506871984,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,5.94252872467041,1.09715100252535,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,5.86206912994385,1.1211264116861,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,5.78160905838013,1.13346037520328,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,5.70114946365356,1.12003422303039,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,5.60919523239136,1.14647737114215,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,5.52873563766479,1.08894790708415,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,3.98850584030151,1.08728380437226,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,3.91954040527344,1.09921199045854,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,3.86206889152527,1.13162308623534,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,3.83908033370972,1.24321197270587,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,3.77011489868164,1.01414846264477,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,3.67816090583801,1.19830167376076,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,3.65517258644104,1.06953557149911,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,3.59770107269287,1.12826730540294,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,3.54022979736328,1.29591920740081,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,3.45977020263672,1.16360677734331,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,0.954023003578186,1.18257344837449,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,0.919540226459503,1.23356031705188,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,0.919540226459503,1.05070507543737,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,0.88505744934082,1.21574997939207,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,0.862068951129913,1.04533871720928,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,0.82758617401123,1.25719659956658,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,0.816092014312744,1.20814073705144,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,0.793103396892548,1.18874342902243,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,0.781609237194061,1.14611821510687,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,2,1,0,0,0,0.770114898681641,1.24661943096663,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.09034035785019,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.24073269884564,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.195402309298515,1.1877239683799,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.27903918425935,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.241379305720329,1.16674690725162,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.26168599176305,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.195402309298515,1.00095267463622,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.195402309298515,1.22475320680907,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.11169578935101,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.195402309298515,1.20292437720195,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.23075440803038,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.218390807509422,1.11884320481064,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.229885056614876,1.27355477359145,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.27837869302148,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.14016000084644,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.195402309298515,1.17023171196381,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.195402309298515,1.17535985829578,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.183908045291901,1.19676425200752,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.0549751673187,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.09589940137237,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.218390807509422,1.01239103819132,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.10664708298875,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.218390807509422,1.17758065617666,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.195402309298515,1.16263936483352,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.05059697102621,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.195402309298515,1.1744224989762,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.195402309298515,1.12671963178079,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.195402309298515,1.05706785034952,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.229885056614876,1.23091477915573,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.05529602223864,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.195402309298515,1.1264886648337,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.20078562124946,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.229885056614876,1.05398441940316,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.02417370980473,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.195402309298515,1.29574936288807,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.03283299616054,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.183908045291901,1.14275351701737,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.23368611571329,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.195402309298515,1.13006975544425,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.183908045291901,1.15097141402655,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.218390807509422,1.17706119543418,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.218390807509422,1.18548575582542,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.0520577214032,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.07908462681207,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.15113975750243,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.183908045291901,1.11359386034492,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.09026968278327,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.00371777029348,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.13588197830288,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.19966847283743,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.195402309298515,1.04001442858507,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.218390807509422,1.21260264188053,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.195402309298515,1.17749534724691,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.229885056614876,1.00431755956683,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.218390807509422,1.11921354391452,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.218390807509422,1.14979122162079,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.183908045291901,1.09325461681344,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.218390807509422,1.07797862291989,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.09188404654725,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.195402309298515,1.27539756546831,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.229885056614876,1.20929010117676,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.10746072483459,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.218390807509422,1.27292993581982,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.16309125726488,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.229885056614876,1.02782002563281,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.218390807509422,1.28783028628685,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.195402309298515,1.08747262904056,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.2045609000229,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.183908045291901,1.21915624579945,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.21384669852522,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.218390807509422,1.08468827863188,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.218390807509422,1.09007730527694,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.218390807509422,1.1015525243274,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.10658086130007,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.01687128507706,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.195402309298515,1.25614931085452,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.241379305720329,1.0498921729917,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.229885056614876,1.04459498525956,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.218390807509422,1.10841714922909,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.183908045291901,1.07156700785153,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.229885056614876,1.18214789441063,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.04523642554164,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.00186433621755,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.195402309298515,1.18249128960981,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.218390807509422,1.03312765231243,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.195402309298515,1.0077595167763,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.195402309298515,1.27637650636831,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.195402309298515,1.10821410357728,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.195402309298515,1.17557711772767,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.195402309298515,1.08848001884796,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.218390807509422,1.14115941844285,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.195402309298515,1.00253736414435,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.183908045291901,1.2289723156456,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.218390807509422,1.21872900722876,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.218390807509422,1.29534418685773,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.229885056614876,1.15724741324129,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.241379305720329,1.15417863721795,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.12747545380294,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.218390807509422,1.1841752468504,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.218390807509422,1.23277685632627,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.218390807509422,1.1198473600128,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.22116298818785,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.183908045291901,1.287731868128,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.28442139155389,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.218390807509422,1.0231233292205,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.241379305720329,1.17581264601914,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.229885056614876,1.03750190594792,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.218390807509422,1.03013212986131,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.0920028873465,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.229885056614876,1.1929820399614,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0,1.13291994711712,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.05590533980134,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.229885056614876,1.26889394587206,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.206896543502808,1.114482646375,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.195402309298515,1.121380687437,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.218390807509422,1.17638505255245,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.218390807509422,1.28184452965946,0
4,4,183,233,9,18,3,10,3,10,0,41,19,115,0.2,0.5,1,0,20,0,1,0,0,0,0.218390807509422,1.25070047120989,0
